date,cash,equity,pnl
2024-06-05,97069.7738,97069.77,-2930.23
2024-06-06,97069.7738,97069.77,-2930.23
2024-06-07,97069.7738,97069.77,-2930.23
2024-06-10,97069.7738,97069.77,-2930.23
2024-06-11,97069.7738,97069.77,-2930.23
2024-06-12,97069.7738,97069.77,-2930.23
2024-06-13,97069.7738,97069.77,-2930.23
2024-06-14,97069.7738,97069.77,-2930.23
2024-06-17,97069.7738,97069.77,-2930.23
2024-06-18,97069.7738,97069.77,-2930.23
2024-06-20,97069.7738,97069.77,-2930.23
2024-06-21,97069.7738,97069.77,-2930.23
2024-06-24,97069.7738,97069.77,-2930.23
2024-06-25,97069.7738,97069.77,-2930.23
2024-06-26,97069.7738,97069.77,-2930.23
2024-06-27,97069.7738,97069.77,-2930.23
2024-06-28,97069.7738,97069.77,-2930.23
