date,cash,equity,pnl
2024-06-06,85378.777,98997.78,-1002.22
2024-06-07,85378.777,98819.78,-1180.22
2024-06-10,85378.777,99176.78,-823.22
2024-06-11,85378.777,99155.78,-844.22
2024-06-12,75977.8974,99532.9,-467.1
2024-06-13,75977.8974,99383.9,-616.1
2024-06-14,75977.8974,99542.9,-457.1
2024-06-17,75977.8974,99565.9,-434.1
2024-06-18,85151.0622,99286.06,-713.94
2024-06-20,85151.0622,99313.06,-686.94
2024-06-21,85151.0622,99535.06,-464.94
2024-06-24,85151.0622,99503.06,-496.94
2024-06-25,85151.0622,99606.06,-393.94
2024-06-26,99717.1482,99717.15,-282.85
2024-06-27,90371.2796,99487.28,-512.72
2024-06-28,90371.2796,99370.28,-629.72
