date,cash,equity,pnl
2024-06-06,98689.9704,98689.97,-1310.03
2024-06-07,98689.9704,98689.97,-1310.03
2024-06-10,98689.9704,98689.97,-1310.03
2024-06-11,98689.9704,98689.97,-1310.03
2024-06-12,98689.9704,98689.97,-1310.03
2024-06-13,98689.9704,98689.97,-1310.03
2024-06-14,98689.9704,98689.97,-1310.03
2024-06-17,98689.9704,98689.97,-1310.03
2024-06-18,98689.9704,98689.97,-1310.03
2024-06-20,98689.9704,98689.97,-1310.03
2024-06-21,98689.9704,98689.97,-1310.03
2024-06-24,98689.9704,98689.97,-1310.03
2024-06-25,98689.9704,98689.97,-1310.03
2024-06-26,98689.9704,98689.97,-1310.03
2024-06-27,98689.9704,98689.97,-1310.03
2024-06-28,98689.9704,98689.97,-1310.03
